hanja|hangul|english|hidden_index
孫子|손자|grandson| 孫 子     
新郞|신랑|a bridegroom| 新 郞     
實習|실습|actual training, practice| 實 習     
自律|자율|self-control, autonomy| 自 律     
天障|천장|the ceiling| 天 障     
畵家|화가|a painter, a drawer artist| 畵 家     
賣場|매장|a store, shop| 賣 場     
名稱|명칭|a name,title| 名 稱     
實力|실력|one's real ability,talent| 實 力     
人體|인체|the human body| 人 體     
疾病|질병|a disease, sickness| 疾 病     
體力|체력|physical strength| 體 力     
親-|친하다|to be intimate, familiar, close, friendly| 親 -     
各其|각기|each, respectively| 各 其     
觀察|관찰|observation, survey| 觀 察     
軍士|군사|a soldier, a private| 軍 士     
鬼神|귀신|a ghost| 鬼 神     
貴-|귀하다|noble, high; dear; lovable, precious| 貴 -     
答-|답하다|answer, reply| 答 -     
-床|밥상|dinner table| - 床     
沙果|사과|an apple| 沙 果     
例外|예외|an exception| 例 外     
琉璃|유리|a glass pane| 琉 璃     
絶對的|절대적|absolute, unconditional| 絶 對 的    
最大限|최대한|the most, the maximum, highest| 最 大 限    
兄夫|형부|a husband of a girl's older sister| 兄 夫     
今年|금년|this year| 今 年     
機器|기기|equipment, machinery, instrument| 機 器     
羅針盤|나침반|a compass| 羅 針 盤    
大學院|대학원|graduate school| 大 學 院    
到達-|도달하다|arrival| 到 達 -    
辯護士|변호사|lawyer| 辯 護 士    
像|상|a statue, a figure| 像      
想像力|상상력|imagination, imaginative| 想 像 力    
女學生|여학생|female student| 女 學 生    
有利-|유리하다|to be profitable, favorable| 有 利 -    
自然環境|자연환경|natural surroundings| 自 然 環 境   
指摘-|지적되다|to be pointed out to| 指 摘 -    
地點|지점|a spot, point| 地 點     
徹底-|철저히|thoroughly| 徹 底 -    
學父母|학부모|students' parents| 學 父 母    
歸國-|귀국하다|to return to one's home country| 歸 國 -    
冷藏庫|냉장고|freezer| 冷 藏 庫    
不幸-|불행하다|to be unfortunate| 不 幸 -    
申告-|신고하다|to state, declare| 申 告 -    
連續|연속|continuity, continuous, in succession| 連 續     
辱|욕|an insult| 辱      
院長|원장|the chief, the head of| 院 長     
遺物|유물|a relic, antiquity, artifact| 遺 物     
整備|정비|organize; maintain| 整 備     
-番|지난번|last time| - 番     
被害者|피해자|victim| 被 害 者    
必須的|필수적|necessary, indispensable| 必 須 的    
學用品|학용품|stationary, school supplies| 學 用 品    
花盆|화분|flower pot| 花 盆     
褐色|갈색|brown| 褐 色     
感氣|감기|a cold| 感 氣     
江南|강남|south of a river| 江 南     
反撥|반발|repulsion, a backlash| 反 撥     
飯饌|반찬|side dishes| 飯 饌     
抑鬱-|억울하다|to be victimized, treated unfairly| 抑 鬱 -    
前-|전날|the day before, the day prior| 前 -     
全般的|전반적|whole, generally| 全 般 的    
健全-|건전하다|healthy, sound, wholesome| 健 全 -    
結婚式|결혼식|wedding ceremony| 結 婚 式    
計算器|계산기|calculator| 計 算 器    
廣場|광장|plaza, public square| 廣 場     
堂堂-|당당하다|dignified| 堂 堂 -    
罰|벌|punishment| 罰      
否定的|부정적|negative, contradicting sth else, pessimistic| 否 定 的    
相當|상당|respectable, considerable, suitable| 相 當     
-初|애초|the first, the beginning| - 初     
依支-|의지하다|count on, depend on, rely on| 依 支 -    
絶對|절대|absoluteness| 絶 對     
初盤|초반|early phase, early stage| 初 盤     
幅-|폭넓다|to be wide-ranging, broad| 幅 -     
學番|학번|year of graduation| 學 番     
學院|학원|academy| 學 院     
穀食|곡식|cereals, grains| 穀 食     
別-|별다르다|particular, special| 別 -     
部品|부품|parts, accessories, components| 部 品     
西部|서부|the western part| 西 部     
俗談|속담|a proverb, saying| 俗 談     
市中|시중|in the city| 市 中     
類似-|유사하다|to be similar, to resemble| 類 似 -    
意欲|의욕|volition, will, desire, drive| 意 欲     
隣近|인근|neighborhood| 隣 近     
一般人|일반인|ordinary person, the general public, the public at large| 一 般 人    
作成-|작성하다|to edit, compose, write up| 作 成 -    
專攻|전공|major, specialty| 專 攻     
定期|정기|a fixed time period| 定 期     
提議|제의|a proposal, an offer| 提 議     
終日|종일|all day, throughout the whole day| 終 日     
化粧|화장|makeup| 化 粧     
强烈-|강렬하다|intense,  strong, severe| 强 烈 -    
交通事故|교통사고|traffic accident| 交 通 事 故   
免-|면하다|escape, avoid, get away with| 免 -     
摸索-|모색하다|evening twilight| 摸 索 -    
四方|사방|the four directions| 四 方     
演藝人|연예인|a performer, an entertainer| 演 藝 人    
月給|월급|monthly salary| 月 給     
流行|유행|trend, vogue, to be popular| 流 行     
該當-|해당되다|to be applied, applicable under| 該 當 -    
各自|각자|each one, every one| 各 自     
敢-|감히|daringly, boldly| 敢 -     
强要-|강요하다|insist on, compel, coerce| 强 要 -    
慣習|관습|custom, convention| 慣 習     
名義|명의|name, title| 名 義     
密接-|밀접하다|be close, intimate with| 密 接 -    
付託|부탁|request, favor| 付 託     
不過|불과|only, not more than| 不 過     
箱子|상자|a box, case| 箱 子     
數-|수없이|be unable to do sth| 數 -     
兩|양|both, two| 兩      
通帳|통장|a bankbook (check register)| 通 帳     
黑人|흑인|black person| 黑 人     
肝|간|liver| 肝      
競技場|경기장|sports stadium, sports field| 競 技 場    
-瞳子|눈동자|the pupil (of the eye)| - 瞳 子    
副會長|부회장|a vice president| 副 會 長    
誠實-|성실하다|be ripe| 誠 實 -    
實際|실제|the truth, a fact| 實 際     
理想的|이상적|weird, abnormal| 理 想 的    
一切|일체|all-in-one, all, everything, the whole| 一 切     
進出-|진출하다|penetrate into, advance, enter, go| 進 出 -    
通過-|통과하다|passage through| 通 過 -    
透明-|투명하다|to be transparent, clear| 透 明 -    
擴散-|확산되다|to get diffused| 擴 散 -    
經歷|경력|one's personal history| 經 歷     
大多數|대다수|a large majority| 大 多 數    
無料|무료|free| 無 料     
象徵-|상징하다|symbolize| 象 徵 -    
演說|연설|a public speech| 演 說     
念慮|염려|anxiety, worry| 念 慮     
日子|일자|a date, the number of days| 日 子     
治療-|치료하다|to cure, heal, treat a patient| 治 療 -    
恨|한|a grudge, rancor| 恨      
觀光客|관광객|a tourist| 觀 光 客    
多幸|다행|good luck| 多 幸     
不幸|불행|unhappiness| 不 幸     
悲鳴|비명|a scream| 悲 鳴     
純粹|순수|purity,genuineness| 純 粹     
實質的|실질적|substantial, essential| 實 質 的    
自然-|자연히|naturally| 自 然 -    
專用|전용|exclusive or private use| 專 用     
至極-|지극히|very, extremely| 至 極 -    
請-|청하다|ask, request| 請 -     
確定|확정|decision, settlement| 確 定     
假想|가상|imagination| 假 想     
各自|각자|each one, every one| 各 自     
間或|간혹|occasionally, at times| 間 或     
開放-|개방하다|to open, to throw open| 開 放 -    
國産|국산|domestic| 國 産     
道|도|road| 道      
反省|반성|reflection| 反 省     
補償|보상|compensation| 補 償     
庶民|서민|common people| 庶 民     
席|석|a seat,sitting place| 席      
選定-|선정하다|select,choose| 選 定 -    
少數|소수|a small number, a few| 少 數     
媤-|시어머니|one's husband's mother| 媤 -     
媤-|시집|one's husband's home/family| 媤 -     
年間|연간|for a year| 年 間     
映畵祭|영화제|movie festival| 映 畵 祭    
豫測-|예측하다|to predict, forecast| 豫 測 -    
適合-|적합하다|suitability, fitness| 適 合 -    
電話番號|전화번호|telephone number| 電 話 番 號   
支給-|지급하다|to provide, pay, allow, provision| 支 給 -    
乾燥|건조|dryness, aridity| 乾 燥     
論-|논하다|argue, discuss, debate| 論 -     
道德|도덕|immorality| 道 德     
萬|만|one thousand| 萬      
事務所|사무소|office | 事 務 所    
四寸|사촌|a cousin| 四 寸     
賞|상|a prize| 賞      
遺跡|유적|remains, relics, ruins| 遺 跡     
一生|일생|one's lifetime| 一 生     
情報化|정보화|the information age| 情 報 化    
種種|종종|sometimes, occasionally| 種 種     
紙匣|지갑|a purse, wallet| 紙 匣     
創作|창작|creation, origination| 創 作     
趣向|취향|taste, liking, preference| 趣 向     
學級|학급|a class (school)| 學 級     
效率的|효율적|efficiency| 效 率 的    
金額|금액|amount of money| 金 額     
多幸-|다행히|fortunately| 多 幸 -    
名節|명절|holiday| 名 節     
飛行|비행|flying, aviation| 飛 行     
相關-|상관없다|to be of no concern| 相 關 -    
成立-|성립하다|to exist, to come into being| 成 立 -    
壽命|수명|life span| 壽 命     
神奇-|신기하다|to be amazing, marvelous, wonderful| 神 奇 -    
飮食物|음식물|food and drink| 飮 食 物    
自信感|자신감|self-confidence| 自 信 感    
罪人|죄인|a criminal| 罪 人     
準備物|준비물|stuff that needs to be prepared| 準 備 物    
出入|출입|entrance/exit| 出 入     
快感|쾌감|a pleasant sensation, a good feeling| 快 感     
何必|하필|why necessarily? why of all things?| 何 必     
活用|활용|practical use| 活 用     
灰色|회색|gray| 灰 色     
巨額|거액|fortune, a large sum of money| 巨 額     
高校|고교|high school| 高 校     
敎訓|교훈|lesson, moral| 敎 訓     
-房|노래방|singing room| - 房     
短篇|단편|a piece, fragment| 短 篇     
明確-|명확하다|clear, precise| 明 確 -    
先進|선진|seniority, advance| 先 進     
新規|신규|start anew| 新 規     
實-|실은|actually, in fact| 實 -     
良心|양심|conscience| 良 心     
理事長|이사장|chairman of the board| 理 事 長    
利子|이자|interest| 利 子     
仔細-|자세하다|be detailed| 仔 細 -    
症勢|증세|symptoms| 症 勢     
進級|진급|promotion| 進 級     
港口|항구|a port, a harbor| 港 口     
-機|헬기|helicopter| - 機     
艱辛-|간신히|narrowly, barely| 艱 辛 -    
空軍|공군|the air force| 空 軍     
技術者|기술자|technician| 技 術 者    
年生|년생|year of birth| 年 生     
大都市|대도시|large city| 大 都 市    
面|면|subdivision of a county| 面      
帽子|모자|a hat| 帽 子     
補助|보조|help, assistance, aid| 補 助     
不利-|불리하다|to be disadvantageous, unfavorable| 不 利 -    
不便|불편|inconvenience| 不 便     
謝過|사과|an apology| 謝 過     
睡眠|수면|sleep, slumber| 睡 眠     
數千|수천|thousands| 數 千     
勝負|승부|a contest, match| 勝 負     
新入生|신입생|a new student| 新 入 生    
如干|여간 |some, a little| 如 干     
驛|역|a railroad station, depot| 驛      
連絡-|연락하다|to contact, get in touch with| 連 絡 -    
影響力|영향력|influence, power to influence| 影 響 力    
禮儀|예의|courtesy, politeness| 禮 儀     
以內|이내|within, less than| 以 內     
人事-|인사하다|to greet, say hello| 人 事 -    
支拂-|지불하다|to pay| 支 拂 -    
派出所|파출소|police precinct station| 派 出 所    
板|판|board| 板      
漢文|한문|Chinese writing, Chinese classics| 漢 文     
決勝|결승|finals (in a tournament)| 決 勝     
公共|공공|public, common| 公 共     
敎養|교양|culture, education| 敎 養     
克服|극복|conquest, subjugation| 克 服     
大槪|대개|mostly, for the most part| 大 槪     
鬚髥|수염|beard| 鬚 髥     
蒐集-|수집하다|to collect| 蒐 集 -    
旅券|여권|a passport| 旅 券     
外貌|외모|outward appearance| 外 貌     
人工|인공|artificial, man-made| 人 工     
長男|장남|the eldest son| 長 男     
全國的|전국적|national| 全 國 的    
全般|전반|the whole, all, general| 全 般     
隻|척|ship, boat, vessel (counter)| 隻      
葡萄酒|포도주|grape wine| 葡 萄 酒    
學術|학술|science, learning, scolarship| 學 術     
高喊|고함|shout, yell, scream| 高 喊     
攻擊-|공격하다|to attack| 攻 擊 -    
記錄-|기록되다|to be recorded or written down| 記 錄 -    
答|답|answer| 答      
臺詞|대사|speech, dialogue| 臺 詞     
罰金|벌금|a fine| 罰 金     
福|복|luck,happiness| 福      
部署|부서|department, one's post, duty| 部 署     
城|성|castle, fortress| 城      
小型|소형|small size| 小 型     
新人|신인|rookie, newbie| 新 人     
熱情|열정|passion| 熱 情     
絶對|절대|absoluteness| 絶 對     
體重|체중|body weight| 體 重     
秋夕|추석|Korean Thanksgiving| 秋 夕     
包裝|포장|packing, wrapping| 包 裝     
解消|해소|resolve, alleviate, release| 解 消     
玄關|현관|door, entrance| 玄 關     
現代人|현대인|contemporary/modern man| 現 代 人    
惠澤|혜택|a favor, benefit| 惠 澤     
綠色|녹색|green| 綠 色     
發電|발전|generate electricity| 發 電     
番號|번호|a number| 番 號     
本人|본인|person in question| 本 人     
商店|상점|a shop, store| 商 店     
數百|수백|hundreds| 數 百     
室長|실장|boss, president| 室 長     
二重|이중|duplication, double| 二 重     
正門|정문|the front gate, main entrance| 正 門     
錯覺|착각|hallucination, illusion, mistake a for b| 錯 覺     
窓|창|window| 窓      
親庭|친정|a woman's maiden home and family| 親 庭     
行-|행하다|to do, act, behave| 行 -     
個別|개별|an individual, each| 個 別     
公式的|공식적|official, formal; formula (mathematics)| 公 式 的    
基督敎|기독교|Christianity| 基 督 敎    
短點|단점|a weakness, flaw, shortcoming, drawback| 短 點     
目錄|목록|list, inventory| 目 錄     
反省-|반성하다|introspection, self-examination| 反 省 -    
別名|별명|nickname, alias| 別 名     
所有-|소유하다|to possess, hold, own| 所 有 -    
癌|암|cancer| 癌      
惹端|야단|clamor, uproar; scolding, telling off| 惹 端     
連結|연결|connection, linking| 連 結     
聯關|연관|relation, connection, concerned with| 聯 關     
容恕-|용서하다|to pardon, to forgive, absolve| 容 恕 -    
陸軍|육군|the army| 陸 軍     
飮食店|음식점|restaurant| 飮 食 店    
議論-|의논하다|to consult, confer with, discuss| 議 論 -    
人分|인분|portions/servings (counter)| 人 分     
主要-|주요하다|to be chief, principal, leading| 主 要 -    
粥|죽|rice porridge| 粥      
菓子|과자|a snack, pastries, candy, cookie| 菓 子     
大學校|대학교|college, university| 大 學 校    
房門|방문|door| 房 門     
病-|병들다|get sick| 病 -     
相對性|상대성|relativity| 相 對 性    
設問|설문|survey, questionnaire| 設 問     
小說家|소설가|novelist| 小 說 家    
安寧-|안녕히|peacefully| 安 寧 -    
留意-|유의하다|to pay attention to, bear in mind, be heedful of| 留 意 -    
儒學|유학|Confucianism| 儒 學     
理解-|이해되다|to be understood| 理 解 -    
引下|인하|reduction, lowering| 引 下     
作成|작성|compile, draw up, prepare, fill in/out| 作 成     
展示會|전시회|an exhibition, show, display| 展 示 會    
電話-|전화하다|to call| 電 話 -    
政治學|정치학|political science| 政 治 學    
體系的|체계적|systematic, organizational| 體 系 的    
出勤|출근|go to work| 出 勤     
吐-|토하다|to vomit| 吐 -     
歌詞|가사|words, lyrics| 歌 詞     
加入者|가입자|member, subscriber, policyholder| 加 入 者    
結果的|결과적|consequentially, resultingly| 結 果 的    
痲藥|마약|narcotics, drugs| 痲 藥     
富|부|wealth, riches| 富      
消極的|소극적|passive, half-hearted| 消 極 的    
所用|소용|use, good| 所 用     
手巾|수건|towel, washcloth| 手 巾     
瞬息間|순식간|a brief instant, a moment| 瞬 息 間    
試圖|시도|make an attempt, give sth a try| 試 圖     
詩集|시집|a collection of poems| 詩 集     
弱點|약점|weakness, a weak point, a vulnerable point| 弱 點     
洋服|양복|suit| 洋 服     
女|여|a woman, a girl| 女      
年齡|연령|age, years of age| 年 齡     
履歷書|이력서|curriculum vitae, a resume| 履 歷 書    
周年|주년|anniversary| 周 年     
重大-|중대하다|important, grave| 重 大 -    
中心地|중심지|hub, capital, central (of)| 中 心 地    
集中的|집중적|concentrated| 集 中 的    
招請|초청|an invitation| 招 請     
出版社|출판사|publishing house, publisher, a publishing company| 出 版 社    
風俗|풍속|manners, customs, morals| 風 俗     
-層|한층|more, still more| - 層     
干涉|간섭|interfere, meddle, butt in on, intrude| 干 涉     
渴症|갈증|thirst| 渴 症     
起源|기원|origin| 起 源     
亂離|난리|a war, revolt, panic, fuss| 亂 離     
男妹|남매|brother and sister| 男 妹     
相關|상관|care about, be bothered by| 相 關     
說明-|설명되다|to be explained| 說 明 -    
世|세|a generation,age,epoch| 世      
按酒|안주|appetizers for alcohol| 按 酒     
熱氣|열기|heat, hot air; excitement, fever| 熱 氣     
慰勞-|위로하다|to console, cheer sb up| 慰 勞 -    
電鐵|전철|metro, subway| 電 鐵     
通話|통화|call, telephone conversation| 通 話     
特異-|특이하다|be peculiar, special, unique, eccentric| 特 異 -    
必然的|필연적|inevitable, necessity, necessary| 必 然 的    
假-|가짜|fake, forgery, imitation, counterfeit| 假 -     
强度|강도|intensity, strength| 强 度     
急-|급히|fast, quickly, in a hurry| 急 -     
說得-|설득하다|persuade, convince| 說 得 -    
食-|식빵|bread| 食 -     
運轉者|운전자|the driver| 運 轉 者    
琉璃窓|유리창|glass window| 琉 璃 窓    
集團的|집단적|collectively, as a group| 集 團 的    
差異點|차이점|difference| 差 異 點    
總角|총각|a bachelor, a single man| 總 角     
颱風|태풍|typhoon| 颱 風     
强力-|강력히|strongly, firmly, resolutely| 强 力 -    
敎職|교직|the teaching profession| 敎 職     
貴重-|귀중하다|to be precious| 貴 重 -    
技士|기사|technician| 技 士     
寄宿舍|기숙사|a hostel; residence hall| 寄 宿 舍    
單獨|단독|independence| 單 獨     
散策|산책|a walk, stroll| 散 策     
生氣|생기|animation, life| 生 氣     
書籍|서적|books, publications| 書 籍     
受驗生|수험생|test-taker, examinee| 受 驗 生    
新世代|신세대|the new generation| 新 世 代    
硏究員|연구원|researcher| 硏 究 員    
戀愛|연애|date, have a relationship with| 戀 愛     
連休|연휴|long weekend, holiday| 連 休     
月曜日|월요일|Monday| 月 曜 日    
意外-|의외로|unexpectedly, surprisingly| 意 外 -    
姨母|이모|a maternal aunt| 姨 母     
鐵|철|steel| 鐵      
就職|취직|seek employment, get a job| 就 職     
會館|회관|an assembly hall| 會 館     
公演場|공연장|auditorium| 公 演 場    
近來|근래|of late or  recently| 近 來     
多情-|다정하다|to be kind, affectionate, warm-hearted| 多 情 -    
無理-|무리하다|to work hard, overdo; impractical| 無 理 -    
上流|상류|upper class| 上 流     
鮮明-|선명하다|to be clear, distinct| 鮮 明 -    
選好-|선호하다|to prefer| 選 好 -    
成功的|성공적|successfully| 成 功 的    
小規模|소규모|small scale| 小 規 模    
隨時-|수시로|frequently, often| 隨 時 -    
視野|시야|visual field| 視 野     
有名|유명|famous, well-known, renowned| 有 名     
類型|유형|type, category, class| 類 型     
日常的|일상적|daily, usual| 日 常 的    
專攻-|전공하다|to major in sth| 專 攻 -    
前後|전후|sequence, order, front and rear| 前 後     
正常的|정상적|normal, usual| 正 常 的    
質的|질적|qualitative| 質 的     
계절|철|season| 계 절     
衝擊的|충격적|shocking| 衝 擊 的    
齒牙|치아|tooth| 齒 牙     
解說|해설|explanation, commentary| 解 說     
黑白|흑백|black and white; right and wrong| 黑 白     
犧牲|희생|sacrifice| 犧 牲     
强盜|강도|robber, burglar| 强 盜     
經費|경비|expense, cost, charge| 經 費     
經濟力|경제력|economic power| 經 濟 力    
禁-|금하다|prohibit, ban, forbid| 禁 -     
農事-|농사짓다|to farm| 農 事 -    
擔當者|담당자|person in charge| 擔 當 者    
答辯|답변|an answer, response, reply| 答 辯     
對備|대비|be ready for, provision, preparation| 對 備     
大體|대체|why on earth?, what the hell?| 大 體     
都心|도심|downtown, city center| 都 心     
未婚|미혼|unmarried| 未 婚     
放送社|방송사|broadcasting company| 放 送 社    
辭表|사표|a written resignation| 辭 表     
生放送|생방송|a live broadcast| 生 放 送    
疏忽-|소홀히|carelessly, roughly, indifferently, negligently| 疏 忽 -    
雙-|쌍둥이|twins| 雙 -     
零下|영하|below zero| 零 下     
外國語|외국어|foreign language| 外 國 語    
流行-|유행하다|to be in fashion, to be popular, to catch on, to break out| 流 行 -    
子正|자정|midnight| 子 正     
中學生|중학생|middle school student| 中 學 生    
取材|취재|selection, picking out of news articles (by a reporter)| 取 材     
討論會|토론회|debate, panel discussion, forum| 討 論 會    
-盞|한잔|have a drink| - 盞     
胡-|호주머니|a pocket| 胡 -     
郡|군|a county or district| 郡      
-曆|달력|a calendar| - 曆     
陶瓷器|도자기|ceramics, porcelain, earthenware| 陶 瓷 器    
變更|변경|change, alteration| 變 更     
三寸|삼촌|an uncle| 三 寸     
相當數|상당수|plenty, a lot of, a considerable number| 相 當 數    
逍風|소풍|picnic| 逍 風     
新聞紙|신문지|newspaper| 新 聞 紙    
讓步-|양보하다|to yield, make a concession| 讓 步 -    
龍|용|a dragon| 龍      
人間性|인간성|human nature| 人 間 性    
印象的|인상적|memorable, impressive| 印 象 的    
駐韓|주한|residing in Korea| 駐 韓     
中年|중년|middle age| 中 年     
形式的|형식적|formality| 形 式 的    
高速道路|고속도로|expressway, freeway| 高 速 道 路   
空冊|공책|notebook| 空 冊     
寄與|기여|contribution| 寄 與     
記號|기호|taste, preference, liking| 記 號     
內外|내외|the interior and exterior | 內 外     
補完-|보완하다|to supplement and make complete, to complement sth| 補 完 -    
史上|사상|all-time, in history| 史 上     
思春期|사춘기|adolescence, puberty| 思 春 期    
上半期|상반기|the first,upper half| 上 半 期    
書店|서점|a bookstore| 書 店     
蒐集|수집|collection| 蒐 集     
新奇-|신기하다|to be amazing, wonderful; to be novel| 新 奇 -    
新設|신설|startup, found, establish| 新 設     
實感|실감|actual feeling| 實 感     
洋襪|양말|a sock| 洋 襪     
外出|외출|go out| 外 出     
自家用|자가용|for personal/family use| 自 家 用    
點檢|점검|inspection, examination| 點 檢     
早期|조기|an early stage, period| 早 期     
鐘|종|a bell| 鐘      
鐘-|종소리|the sound of a bell| 鐘 -     
中旬|중순|the second 10 days in a month| 中 旬     
直線|직선|a straight line| 直 線     
體驗-|체험하다|to experience, to undergo| 體 驗 -    
招待-|초대하다|to invite| 招 待 -    
銃|총|a gun| 銃      
稱讚-|칭찬하다|to praise, compliment, comment| 稱 讚 -    
懷疑|회의|doubt, skepticism| 懷 疑     
街路燈|가로등|a street light| 街 路 燈    
感|감|feelings| 感      
個個人|개개인|individual, each person| 個 個 人    
金|금|gold| 金      
急激-|급격히|rapidly, suddenly| 急 激 -    
技能|기능|ability, capacity, skill| 技 能     
氣-|기막히다|breathtaking, perfect, wonderful, amazing, super, fantastic| 氣 -     
論理的|논리적|logical, reasonable| 論 理 的    
待機-|대기하다|standing by, waiting in the wings, prepared| 待 機 -    
待接|대접|treatment| 待 接     
-便|맞은편|opposite side, the other side| - 便     
綿|면|cotton| 綿      
泊|박|number of nights (counter)| 泊      
褓-|보자기|wrapping cloth| 褓 -     
相關-|상관없이|regardless of, no matter that| 相 關 -    
設使|설사|diarrhea| 設 使     
甚-|심해지다|intensify, grew worse| 甚 -     
弱-|약해지다|to become weak, weaken| 弱 -     
旅館|여관|a hotel, an inn| 旅 館     
練習-|연습하다| to practice, exercise| 練 習 -    
演出-|연출하다|produce, direct (a play or musical)| 演 出 -    
意圖的|의도적|intentionally, deliberately| 意 圖 的    
妊娠婦|임신부|an expectant mother, a pregnant woman| 妊 娠 婦    
長期的|장기적|long-term| 長 期 的    
傳說|전설|a tradition, a legend| 傳 說     
節|절|clause,paragraph| 節      
注射|주사|a shot, an injection| 注 射     
斟酌|짐작|guess, assumption, conjecture| 斟 酌     
出勤-|출근하다|to go to work| 出 勤 -    
取消-|취소하다|to cancel, call off, take back, retract| 取 消 -    
就業|취업|employment, finding a job| 就 業     
漆-|칠하다|layer, paint, coat| 漆 -     
評|평|a criticism| 評      
標示|표시|a sign, signal| 標 示     
下半期|하반기|the second half of the year| 下 半 期    
限-|한하다|limit, restrict| 限 -     
解答|해답|answer, solution| 解 答     
解消-|해소하다|solution, settlement, resolve, relieve, alleviate| 解 消 -    
許諾-|허락하다|allow, let, approve, consent, agree to| 許 諾 -    
確立-|확립하다|establish, settle| 確 立 -    
感受性|감수성|sensitivity, sensibility| 感 受 性    
-便|건너편|the opposite/other side| - 便     
景致|경치|view, scene, scenery| 景 致     
急速-|급속히|rapidly, swiftly| 急 速 -    
急增-|급증하다|surge, sudden rapid increase| 急 增 -    
面談|면담|an interview, face-to-face talk| 面 談     
募集|모집|collection| 募 集     
發音|발음|pronunciation| 發 音     
封紙|봉지|bag| 封 紙     
非常|비상|emergency| 非 常     
事業者|사업자|businessman| 事 業 者    
相對便|상대편|oppenent, rival, competitor, adversary, antagonist| 相 對 便    
所望|소망|desire, wish, hope| 所 望     
受動的|수동적|passively| 受 動 的    
-盞|술잔|a glass (for alcohol)| - 盞     
視聽率|시청률|ratings| 視 聽 率    
新聞社|신문사|newspaper company| 新 聞 社    
女軍|여군|a woman soldier| 女 軍     
戀人|연인|lover, boyfriend, girlfriend, sweetheart, couple| 戀 人     
豫選|예선|preliminary round, qualifying round| 豫 選     
圓|원|a circle| 圓      
銀杏-|은행나무|a ginko tree| 銀 杏 -    
自負心|자부심|pride| 自 負 心    
將次|장차|in the future, someday| 將 次     
-便|저편|that side,direction| - 便     
精神科|정신과|psychiatry| 精 神 科    
制度的|제도적|institutional, systematic| 制 度 的    
重要視-|중요시하다|emphasize, regard sth as important, to be crucial| 重 要 視 -   
支店|지점|branch store| 支 店     
換率|환율|the exchange rate| 換 率     
降水量|강수량|rainfall, precipitaion| 降 水 量    
區廳|구청|a ward/district office| 區 廳     
國內外|국내외|"""domestic and foreign"""| 國 內 外    
祈禱-|기도하다|to pray| 祈 禱 -    
旣成|기성|pre-existing, established| 旣 成     
男學生|남학생|male student| 男 學 生    
農事-|농사일|farming| 農 事 -    
農場|농장|a farm, plantation| 農 場     
某|모|so-and-so, a certain Mr. X (used to not directly identify sby)| 某      
生|생|raw, uncooked; living| 生      
聖經|성경|the Bible| 聖 經     
所要-|소요되다|to take (time), to cost| 所 要 -    
瞬間的|순간적|momentary, in a flash, for an instant| 瞬 間 的    
媤-|시집가다|to marry, to take a husband| 媤 -     
市廳|시청|city hall| 市 廳     
娛樂|오락|entertainment| 娛 樂     
人間關係|인간관계|human relations| 人 間 關 係   
長期間|장기간|for a long period| 長 期 間    
戰線|전선|the battle line| 戰 線     
提議-|제의하다|make a suggestion| 提 議 -    
車線|차선|a traffic lane| 車 線     
錯覺-|착각하다|to mistake a for b, illusion, delusion, to be having illucinations| 錯 覺 -    
肖像畵|초상화|a portrait, a picture| 肖 像 畵    
出張|출장|a business trip| 出 張     
退勤|퇴근|get off work, leaving the office, return home from work| 退 勤     
特殊性|특수성|distinct, unique characteristic| 特 殊 性    
航空機|항공기|an aircraft| 航 空 機    
活潑-|활발히|briskly, actively| 活 潑 -    
繪畵|회화|conversation, talk| 繪 畵     
興味-|흥미롭다|to be interesting, amusing| 興 味 -    
覺悟|각오|determination, resolve| 覺 悟     
開放-|개방되다|to be opened to the public| 開 放 -    
經濟學|경제학|economics| 經 濟 學    
關心事|관심사|concern, interest| 關 心 事    
國史|국사|national history| 國 史     
歸國|귀국|returning to one's home country| 歸 國     
-間|그간|meanwhile, meantime| - 間     
劇作家|극작가|playwright, playwriter| 劇 作 家    
旗|기|flag, ensign, pennant| 旗      
奇跡|기적|miracle| 奇 跡     
-套|말투|one's way of talking| - 套     
命令語|명령어|directive, command| 命 令 語    
沐浴湯|목욕탕|a bathhouse| 沐 浴 湯    
變身|변신|metamorphosis, transformation| 變 身     
父親|부친|father| 父 親     
事務|사무|office work| 事 務     
些少-|사소하다|unimportant, trifling, insignificant| 些 少 -    
爽快-|상쾌하다|refreshing, exhilirating, brisk| 爽 快 -    
姓|성|family name, surname, last name| 姓      
順位|순위|order, ranking| 順 位     
食事-|식사하다|to eat a meal| 食 事 -    
雙|쌍|pair, couple| 雙      
歷史上|역사상|historically; historical point of view| 歷 史 上    
演奏|연주|musical performance, recital| 演 奏     
郵遞局|우체국|a post office| 郵 遞 局    
陸上|육상|on land, on the ground| 陸 上     
飮酒|음주|drinking (alcohol)| 飮 酒     
離別|이별|parting, separation| 離 別     
人材|인재|preson of ability/talent| 人 材     
人種|인종|a human race| 人 種     
一時的|일시적|temporary, transitory| 一 時 的    
專門的|전문적|specialized| 專 門 的    
中繼放送|중계방송|relay, transmission| 中 繼 放 送   
支給|지급|supply, pay| 支 給     
車窓|차창|car/train window| 車 窓     
招請-|초청하다|to invite| 招 請 -    
出發點|출발점|point of departure| 出 發 點    
脫出-|탈출하다|to escape, get away from| 脫 出 -    
許諾|허락|permission, consent, assent, approval| 許 諾     
